Order_ID,Order_Timestamp,Pickup_Lat,Pickup_Lon,Dropoff_Lat,Dropoff_Lon,Weather_Condition,Courier_Vehicle,Est_Distance_km,Base_Payout_HUF,Is_Peak_Hour,Final_Payout_HUF,Actual_Delivery_Time_Min
ORD-17582,2025-10-01 05:34:46.360158443,47.50189848686076,19.057397629718125,47.4996683692418,19.058030755998765,Snow,Scooter,0.3282468676263578,649.2370301439537,False,1140.0,25.0
ORD-12714,2025-10-01 05:52:48.540388823,47.50945124085474,19.055356601816626,47.50983027197783,19.063826158553358,Rain,Bicycle,0.8287884427242679,724.3182664086402,False,1010.0,20.0
ORD-16754,2025-10-01 06:12:17.000409365,47.47732090440231,19.08941863644085,47.48506478386804,19.07035197719736,Rain,Bicycle,2.173177173137756,925.9765759706634,False,1300.0,28.0
ORD-12911,2025-10-01 06:24:08.219314575,47.46945537536875,19.02606941179095,47.49394027812326,19.050263651677504,Cloudy,E-Bike,4.256032612147669,1238.4048918221504,False,1240.0,31.0
ORD-12327,2025-10-01 06:47:55.741026402,47.49662579027244,19.05617153013749,47.473673163506426,19.074249613870187,Clear,Bicycle,3.7585942667499266,1163.789140012489,False,1160.0,30.0
ORD-13217,2025-10-01 08:39:13.807410002,47.489878074986834,19.076651965745505,47.48295582345202,19.083721255705044,Cloudy,Scooter,1.2157878144372363,782.3681721655854,False,780.0,11.0
ORD-17914,2025-10-01 10:11:50.735328674,47.50110112047629,19.05976671408052,47.46446354677347,19.033231137721135,Rain,E-Bike,5.896478801239601,1484.47182018594,False,2080.0,41.0
ORD-19706,2025-10-01 11:26:02.701815844,47.50137052021422,19.04754254011924,47.469177942041554,19.06949115277304,Cloudy,Car,5.123725825290622,1368.5588737935932,False,1370.0,24.0
ORD-18480,2025-10-01 13:07:21.594616175,47.513528972867995,19.054522071285447,47.50931844567244,19.05371703175751,Rain,Scooter,0.613700496889398,692.0550745334097,False,970.0,18.0
ORD-19933,2025-10-01 13:33:37.632572174,47.47306961717845,19.085288894140827,47.467453154677834,19.0904097220557,Rain,E-Bike,0.9536900597185916,743.0535089577887,False,1040.0,22.0
ORD-11921,2025-10-01 13:58:48.493549109,47.493415816001296,19.05219529446215,47.4644543050915,19.03831289822023,Cloudy,Bicycle,4.400699929287487,1260.104989393123,False,1260.0,30.0
ORD-16897,2025-10-01 15:52:58.859332085,47.50049262267217,19.049337156112426,47.45804321311575,19.03030137498898,Cloudy,E-Bike,6.41183979668071,1561.7759695021066,False,1560.0,50.0
ORD-18406,2025-10-01 16:09:29.543737173,47.46531985970008,19.017537878449026,47.46490509523159,19.048851130180502,Clear,Bicycle,3.0606353769227104,1059.0953065384065,False,1060.0,24.0
ORD-12611,2025-10-01 16:35:37.478503942,47.50014343158015,19.05973874267636,47.47233192837745,19.017875876660586,Clear,Bicycle,5.734560456125828,1460.1840684188742,False,1460.0,38.0
ORD-16737,2025-10-01 16:38:19.614960194,47.4727756942261,19.086814405213442,47.46639359907122,19.073780637544967,Clear,Bicycle,1.5726291641525392,835.8943746228808,False,840.0,16.0
ORD-16122,2025-10-01 17:01:17.114835262,47.49472639086954,19.05665116715589,47.484552236203506,19.089630300417472,Cloudy,Scooter,3.5411885953681823,1131.1782893052273,False,1130.0,20.0
ORD-14411,2025-10-01 18:11:24.918431520,47.453688856920834,19.03495370156984,47.494379103162835,19.04771172976247,Cloudy,Scooter,6.012553210589767,1501.882981588465,True,1880.0,35.0
ORD-18873,2025-10-01 18:56:16.855192900,47.51402612476613,19.048192718322614,47.50583270435747,19.0595656745684,Cloudy,Scooter,1.6235434571932466,843.531518578987,True,1050.0,13.0
ORD-12632,2025-10-01 18:57:14.556099415,47.49850052886682,19.051284448063022,47.464057449313785,19.022730627624306,Cloudy,E-Bike,5.707061890672367,1456.059283600855,True,1820.0,46.0
ORD-10821,2025-10-01 20:07:17.428555250,47.49366866346433,19.071152736957053,47.50834969116059,19.050122663019632,Clear,Car,2.9532224785123518,1042.983371776853,True,1300.0,13.0
ORD-11426,2025-10-01 21:27:33.397844553,47.4937600951882,19.05706864828492,47.49932818415139,19.052912825369766,Clear,Bicycle,0.9014322610400032,735.2148391560005,False,740.0,12.0
ORD-19865,2025-10-01 21:49:50.831828117,47.46815685225823,19.08296371484257,47.47457431017612,19.036946651300727,Clear,Car,4.591121515562576,1288.6682273343863,False,1290.0,22.0
ORD-10208,2025-10-01 21:59:15.072820663,47.51407276441065,19.04819100221568,47.48616599079431,19.071739511980805,Rain,Scooter,4.643490203324056,1296.5235304986086,False,1820.0,34.0
ORD-11901,2025-10-01 22:43:02.788429499,47.45089570275373,19.04825993404393,47.5104231870616,19.048985575361204,Rain,Bicycle,8.605192540324916,1890.7788810487375,False,2650.0,66.0
ORD-13317,2025-10-01 23:04:54.257891892,47.49480320636171,19.062246775929452,47.4748431396309,19.076926766954603,Clear,E-Bike,3.2220207137129657,1083.3031070569448,False,1080.0,20.0
ORD-18952,2025-10-01 23:07:41.821826458,47.470262021459995,19.03522929258864,47.48536121091178,19.08389095202864,Cloudy,Bicycle,5.231329667001515,1384.6994500502274,False,1380.0,37.0
ORD-17722,2025-10-01 23:14:09.624795675,47.5024654752842,19.047485415160523,47.46912392820861,19.07131682332929,Cloudy,Bicycle,5.352415683432026,1402.862352514804,False,1400.0,38.0
ORD-12294,2025-10-01 23:55:01.889590263,47.50940853589623,19.05456022425616,47.497988287711514,19.07394055517329,Rain,E-Bike,2.511358205982005,976.7037308973008,False,1370.0,25.0
ORD-10072,2025-10-01 23:59:17.076425791,47.47731905683359,19.088968280846835,47.47436190008666,19.07394294932895,Cloudy,E-Bike,1.5290015655610718,829.3502348341608,False,830.0,22.0
ORD-19486,2025-10-02 00:27:44.721279144,47.479176123078965,19.048255352634722,47.4511994548503,19.029228092801286,Clear,Bicycle,4.451105692967024,1267.6658539450536,False,1270.0,32.0
ORD-11483,2025-10-02 01:00:56.236333847,47.4810975764859,19.079328203308016,47.45802532459372,19.04826469230527,Clear,E-Bike,4.50964975098487,1276.4474626477304,False,1280.0,30.0
ORD-19179,2025-10-02 01:04:03.909564018,47.467708184432865,19.061037449074988,47.51079889707166,19.05301397736014,Clear,E-Bike,6.278019789739656,1541.7029684609483,False,1540.0,47.0
ORD-16571,2025-10-02 01:28:34.960590601,47.50673587862848,19.07447857557649,47.47936024270338,19.046916888641455,Cloudy,Bicycle,4.786086042988883,1317.9129064483323,False,1320.0,40.0
ORD-14900,2025-10-02 02:16:06.080128431,47.50013917552999,19.05730246476318,47.46639362758609,19.01994464967254,Cloudy,E-Bike,6.092121880371938,1513.8182820557906,False,1510.0,41.0
ORD-15339,2025-10-02 02:51:45.091987371,47.50733776162681,19.065271502317767,47.45869990930068,19.04173180740112,Clear,Bicycle,7.397287382992417,1709.5931074488626,False,1710.0,50.0
ORD-13912,2025-10-02 03:42:38.032409668,47.475299810620115,19.087398074388602,47.50336417261535,19.07125835349373,Rain,Bicycle,4.352354881552653,1252.8532322328979,False,1750.0,39.0
ORD-11168,2025-10-02 03:44:24.816256523,47.504761371324804,19.045030814158324,47.47757016300972,19.0352389155474,Clear,Bicycle,4.045271876379385,1206.7907814569076,False,1210.0,29.0
ORD-14503,2025-10-02 04:04:52.212858677,47.47654916912611,19.071089547927336,47.47334048728223,19.01625727225923,Clear,Scooter,5.377453349158896,1406.6180023738343,False,1410.0,22.0
ORD-18180,2025-10-02 05:29:16.180650473,47.458967480414685,19.041793965880515,47.47695611616652,19.081964194628622,Cloudy,Scooter,4.708524481194185,1306.2786721791276,False,1310.0,25.0
ORD-13744,2025-10-02 05:52:40.324375868,47.50058480601589,19.064353427025406,47.50441597399678,19.05228627034083,Cloudy,E-Bike,1.3020563607983784,795.3084541197568,False,800.0,10.0
ORD-10128,2025-10-02 06:12:00.198098898,47.470297253892845,19.061770253980836,47.504373350283394,19.055409734027563,Clear,Car,4.964845222743066,1344.72678341146,False,1340.0,26.0
ORD-14770,2025-10-02 06:19:51.404189587,47.46733165786509,19.03356283789841,47.50081544656326,19.053329115453902,Cloudy,E-Bike,5.211143250229399,1381.6714875344098,False,1380.0,39.0
ORD-15947,2025-10-02 06:48:24.604890823,47.48453818337271,19.06019540183556,47.48039962745292,19.038799184895236,Clear,Car,2.174154193272805,926.1231289909208,False,930.0,12.0
ORD-16953,2025-10-02 06:49:38.413768053,47.48062942412613,19.043135069322805,47.49338692795356,19.058213815988164,Clear,Bicycle,2.3601694501439874,954.0254175215981,False,950.0,22.0
ORD-15235,2025-10-02 07:56:29.851959944,47.497645749592046,19.060380590501353,47.47057143274832,19.067881550178228,Clear,E-Bike,3.9816906449448015,1197.2535967417202,False,1200.0,29.0
ORD-16350,2025-10-02 07:57:44.682814121,47.493553410045315,19.050921807776145,47.472025662615096,19.076541352488405,Rain,Scooter,3.9934902906097505,1199.0235435914626,False,1680.0,28.0
ORD-15862,2025-10-02 08:25:11.575100660,47.47870139790397,19.060348618601942,47.48453205042447,19.04567923473249,Cloudy,Bicycle,1.6625724515956646,849.3858677393497,False,850.0,17.0
ORD-11515,2025-10-02 08:51:11.264058112,47.48079994012358,19.08249011189903,47.484615507309634,19.06403280137106,Rain,Bicycle,1.8855846781613335,882.8377017242001,False,1240.0,27.0
ORD-12295,2025-10-02 09:17:33.208181620,47.465141538692684,19.01506363306063,47.511429802567555,19.062989924838732,Rain,E-Bike,8.166231553863769,1824.9347330795654,False,2550.0,60.0
ORD-12761,2025-10-02 10:03:49.933127642,47.4816143464689,19.087448101688086,47.45085150872024,19.03853463946501,Clear,Bicycle,6.528565217555211,1579.2847826332816,False,1580.0,44.0
ORD-19395,2025-10-02 11:13:19.226185322,47.47485170137242,19.089516220756582,47.480537903722734,19.08261352556469,Rain,Bicycle,1.063215722706948,759.4823584060422,False,1060.0,21.0
ORD-13098,2025-10-02 12:08:30.584525824,47.511815929432785,19.061799787278442,47.48721934547428,19.088187025914205,Clear,Scooter,4.3911847403910595,1258.677711058659,False,1260.0,22.0
ORD-17574,2025-10-02 12:17:34.205725670,47.50790322277023,19.067925540475517,47.48822011549826,19.086269054115697,Cloudy,E-Bike,3.3622730787258646,1104.3409618088797,False,1100.0,27.0
ORD-13313,2025-10-02 12:19:54.602663040,47.47328783816392,19.093729154140117,47.49959699589427,19.07063443285801,Clear,Scooter,4.421863845893126,1263.279576883969,False,1260.0,27.0
ORD-17869,2025-10-02 12:42:47.876023293,47.49857760241178,19.054969017844673,47.47521279586129,19.044491120666482,Cloudy,Car,3.529140768958264,1129.3711153437396,False,1130.0,20.0
ORD-16553,2025-10-02 12:54:17.256490946,47.459397180889695,19.035863660012335,47.50671830943159,19.068732753873988,Cloudy,Bicycle,7.556584290767477,1733.4876436151214,False,1730.0,50.0
ORD-15857,2025-10-02 13:26:27.410131216,47.50207272788102,19.046586170009373,47.493406909963475,19.046402762995665,Cloudy,Bicycle,1.2528015407202377,787.9202311080356,False,790.0,10.0
ORD-12528,2025-10-02 14:30:07.597918510,47.470563433177915,19.08347335710955,47.46932333424896,19.087304279557134,Clear,Car,0.4150458081575308,662.2568712236296,False,660.0,10.0
ORD-12818,2025-10-02 15:15:47.194849491,47.49928250426769,19.056042709869597,47.488291227774454,19.089652076299192,Snow,Scooter,3.646930338199361,1147.039550729904,False,2010.0,45.0
ORD-13107,2025-10-02 15:19:52.600458384,47.46682152920717,19.054478067452077,47.48201358564859,19.017396296242747,Cloudy,Car,4.236714515930288,1235.5071773895431,False,1240.0,23.0
ORD-15383,2025-10-02 15:28:26.687381029,47.4651590872333,19.036001990039523,47.493270308807084,19.07337854088501,Clear,Car,5.463220506123933,1419.4830759185897,False,1420.0,27.0
ORD-16533,2025-10-02 15:31:20.998141289,47.501442689660294,19.047331388946276,47.47059472667939,19.018736803901387,Cloudy,Bicycle,5.261801968131171,1389.2702952196755,False,1390.0,41.0
ORD-17100,2025-10-02 15:48:54.539994478,47.48302684222665,19.033747253386263,47.49965505735975,19.05072318733692,Cloudy,Scooter,2.920099406688815,1038.0149110033221,False,1040.0,18.0
ORD-10205,2025-10-02 15:57:07.172001600,47.49773294939071,19.064990232041044,47.497097504058104,19.064846899952215,Clear,Bicycle,0.0929163007588793,613.9374451138319,False,610.0,10.0
ORD-17862,2025-10-02 15:58:07.317424774,47.50121125744731,19.049876755055962,47.471629301847464,19.025650025336876,Cloudy,Bicycle,4.8873600473579195,1333.1040071036878,False,1330.0,37.0
ORD-18680,2025-10-02 16:08:43.656120777,47.49852006111629,19.052614326970794,47.48661750467577,19.06547590112836,Cloudy,Bicycle,2.1303543546747528,919.5531532012129,False,920.0,20.0
ORD-19396,2025-10-02 16:11:34.646861553,47.46336392336237,19.04607377264457,47.468802189279124,19.074070025529807,Cloudy,Bicycle,2.8465503420668865,1026.982551310033,False,1030.0,26.0
ORD-17230,2025-10-02 16:26:38.051058054,47.4741750986468,19.060698406652637,47.50907311521569,19.063326512773,Cloudy,E-Bike,5.0511540212679025,1357.6731031901854,False,1360.0,33.0
ORD-11886,2025-10-02 16:32:11.603503942,47.49352022962355,19.074441039244324,47.47249327126341,19.069761571775263,Cloudy,Scooter,3.073702754493746,1061.0554131740619,False,1060.0,21.0
ORD-19740,2025-10-02 16:35:40.120599270,47.502020464599504,19.04659593536129,47.472549295622755,19.062928811434116,Clear,Bicycle,4.549105583638975,1282.3658375458463,False,1280.0,35.0
ORD-18591,2025-10-02 17:26:13.978633165,47.502852024051904,19.058390917237038,47.45998549250328,19.030352390389734,Cloudy,E-Bike,6.774935711747909,1616.2403567621864,False,1620.0,42.0
ORD-18894,2025-10-02 18:08:18.030428410,47.495472673537314,19.064076984332747,47.469815159132736,19.06483892416998,Clear,Scooter,3.7096279146688538,1156.444187200328,True,1450.0,22.0
ORD-11283,2025-10-02 18:26:40.420280218,47.50599081374412,19.072557853933027,47.45590232676948,19.04246629544137,Rain,Bicycle,7.814508771443813,1772.176315716572,True,3100.0,60.0
ORD-15474,2025-10-02 18:41:27.198107481,47.4784381198167,19.07343295369667,47.48515046944461,19.07733331600885,Rain,Scooter,1.0424287503124414,756.3643125468662,True,1320.0,21.0
ORD-14756,2025-10-02 19:03:07.420368910,47.467254517685525,19.065880612044943,47.498858489643055,19.071843275679708,Cloudy,Scooter,4.605447095582701,1290.817064337405,True,1610.0,25.0
ORD-12692,2025-10-02 19:06:32.684325457,47.481448692634444,19.072790666584066,47.46462581579761,19.017017508081572,Cloudy,Car,5.967508249349671,1495.1262374024507,True,1870.0,30.0
ORD-16503,2025-10-02 19:18:22.880472183,47.50550071040478,19.04833568520135,47.478249693569154,19.07579404539668,Cloudy,Scooter,4.765549178205013,1314.832376730752,True,1640.0,28.0
ORD-13271,2025-10-02 19:20:52.100895405,47.51342067905942,19.067688964529886,47.513553933367696,19.06988988964488,Rain,Scooter,0.21574624218878288,632.3619363283175,True,1110.0,16.0
ORD-16483,2025-10-02 19:38:38.708527803,47.51163359478678,19.06075921416724,47.49780209839574,19.045373190305344,Cloudy,E-Bike,2.5009809397371487,975.1471409605723,True,1220.0,20.0
ORD-12349,2025-10-02 20:00:35.508299351,47.49774607514336,19.066501698501554,47.47477276480846,19.038885289260342,Clear,Scooter,4.278519103586236,1241.7778655379352,True,1550.0,26.0
ORD-13710,2025-10-02 20:40:33.061240673,47.50771219825098,19.054774809231493,47.46614458162909,19.066385526834523,Clear,E-Bike,6.114843237862715,1517.2264856794072,True,1900.0,38.0
ORD-15301,2025-10-02 21:40:10.010672092,47.504735250799875,19.050537540010815,47.47834960221017,19.07274719448755,Clear,E-Bike,4.387889351357899,1258.1834027036848,False,1260.0,31.0
ORD-18252,2025-10-02 22:21:03.714173079,47.473514010975464,19.08070013443925,47.46645872247705,19.062234899025015,Clear,Scooter,2.072610358464083,910.8915537696124,False,910.0,15.0
ORD-14687,2025-10-02 22:32:50.111479044,47.463994842358495,19.054431213266877,47.47783337262336,19.045024704201566,Cloudy,Bicycle,2.201463397690291,930.2195096535436,False,930.0,20.0
ORD-13782,2025-10-02 22:57:48.050320625,47.50903574484877,19.06037161705285,47.465243637306884,19.027547176031195,Cloudy,E-Bike,7.0960245110895945,1664.4036766634392,False,1660.0,44.0
ORD-10407,2025-10-02 23:04:43.528909445,47.47506987351787,19.082575618843954,47.46511470073575,19.089868412516843,Clear,Car,1.6058306229818908,840.8745934472836,False,840.0,10.0
ORD-10945,2025-10-02 23:45:57.166892767,47.48955211850144,19.062604073322824,47.503788159194976,19.066991146409315,Cloudy,E-Bike,2.101999644626702,915.2999466940053,False,920.0,23.0
ORD-11743,2025-10-02 23:55:11.325640917,47.46864179216086,19.03877273244589,47.48975272284383,19.094475548739542,Clear,Scooter,6.239253584947116,1535.8880377420674,False,1540.0,33.0
ORD-13964,2025-10-03 01:05:53.588193655,47.452837013424585,19.033504038421725,47.463906251238505,19.045080349831196,Clear,E-Bike,1.9597017462533568,893.9552619380036,False,890.0,17.0
ORD-10456,2025-10-03 01:19:12.838330746,47.51010170138345,19.060035485417355,47.51023069445606,19.054507090132848,Cloudy,Scooter,0.5401142164007802,681.0171324601171,False,680.0,12.0
ORD-18984,2025-10-03 01:28:36.185436010,47.488034566152045,19.077232524525964,47.476923090725315,19.03871643741096,Clear,Car,4.0911780141571,1213.676702123565,False,1210.0,18.0
ORD-12977,2025-10-03 01:35:58.992448092,47.50233387970433,19.053877602703018,47.513231379892986,19.045245132772234,Clear,E-Bike,1.7866110315876709,867.9916547381506,False,870.0,16.0
ORD-18423,2025-10-03 02:04:08.418166161,47.47719462956557,19.081483562306765,47.47669467781969,19.088193504322625,Clear,E-Bike,0.6595444660608953,698.9316699091343,False,700.0,10.0
ORD-11264,2025-10-03 02:28:46.651298761,47.47025185487717,19.06290414580366,47.50782310463744,19.06244345913378,Cloudy,Bicycle,5.431238490195177,1414.6857735292765,False,1410.0,38.0
ORD-18963,2025-10-03 02:35:07.596389294,47.49716339162296,19.070959614429817,47.48441573331796,19.047349929409652,Rain,Bicycle,2.951898064294117,1042.7847096441176,False,1460.0,32.0
ORD-12360,2025-10-03 02:51:12.661254168,47.47791326268674,19.039316364652368,47.48405495263734,19.075705735302698,Cloudy,Scooter,3.6642109566522563,1149.6316434978385,False,1150.0,22.0
ORD-17597,2025-10-03 03:10:18.417320967,47.50323659602801,19.06454245728737,47.458027455557975,19.042180084276378,Rain,E-Bike,6.890635578872613,1633.595336830892,False,2290.0,58.0
ORD-19380,2025-10-03 03:34:08.867754221,47.4733544233664,19.06719383996425,47.47308840218881,19.066633153584185,Rain,Car,0.06693286392366313,610.0399295885495,False,850.0,16.0
ORD-15069,2025-10-03 04:08:28.141701221,47.47567054650076,19.046395471136165,47.4757629763106,19.084149469565443,Clear,E-Bike,3.6887417738750488,1153.3112660812571,False,1150.0,30.0
ORD-18693,2025-10-03 04:25:54.476205111,47.46714979108373,19.084127699653706,47.50956013813083,19.052056108403,Cloudy,Scooter,6.884621355648645,1632.6932033472967,False,1630.0,35.0
ORD-12817,2025-10-03 04:34:33.381391525,47.454859818545756,19.020313546271364,47.49734850106584,19.062307823049174,Cloudy,E-Bike,7.386282790807693,1707.9424186211538,False,1710.0,51.0
ORD-11799,2025-10-03 04:35:57.179113150,47.5009384804279,19.068939783159742,47.475346105044935,19.08051599146855,Cloudy,E-Bike,3.868422481217651,1180.2633721826478,False,1180.0,30.0
ORD-11752,2025-10-03 04:39:09.522191048,47.47794136704725,19.07327229964913,47.47791054691114,19.028755231817335,Cloudy,Car,4.349316070478353,1252.397410571753,False,1250.0,20.0
ORD-10470,2025-10-03 04:47:56.536989212,47.46569397673052,19.078403813385922,47.4951128234432,19.073930095674548,Clear,Car,4.274994981257409,1241.2492471886112,False,1240.0,22.0
ORD-13007,2025-10-03 04:48:32.455071926,47.45866198951825,19.031776867080634,47.48234400691908,19.023104023247775,Clear,Car,3.5266521569748477,1128.9978235462272,False,1130.0,19.0
ORD-19942,2025-10-03 04:54:33.138178110,47.46102371397978,19.03071837049167,47.48197753050888,19.053447291417495,Cloudy,Car,3.7559076013470873,1163.386140202063,False,1160.0,22.0
ORD-12224,2025-10-03 05:52:59.280919075,47.45268725532903,19.046602090739682,47.50587684780691,19.059681079758064,Clear,E-Bike,7.794190212953807,1769.128531943071,False,1770.0,48.0
ORD-12131,2025-10-03 06:46:01.440388918,47.506559428679196,19.055064949545816,47.50428988670907,19.072280868840483,Clear,Bicycle,1.7128257990229285,856.9238698534393,False,860.0,13.0
ORD-18864,2025-10-03 07:24:50.932256699,47.47976457803692,19.083172604691466,47.48517122234206,19.0806495597932,Clear,Bicycle,0.8194943363190378,722.9241504478557,False,720.0,15.0
ORD-17477,2025-10-03 07:27:10.846057415,47.467568545094764,19.018160394572305,47.510358691183086,19.056178467219627,Snow,Scooter,7.214611640457256,1682.1917460685884,False,2940.0,56.0
ORD-16812,2025-10-03 07:41:50.083706617,47.454282012554835,19.033924300844514,47.460692775931726,19.045463336099605,Snow,Bicycle,1.459693198467268,818.9539797700902,False,1430.0,35.0
ORD-14155,2025-10-03 08:01:35.791556597,47.45206423742782,19.048934301705188,47.511921955149134,19.070385800100677,Clear,Scooter,8.902800754286844,1935.4201131430266,False,1940.0,43.0
ORD-10898,2025-10-03 08:28:49.280630350,47.501255244384794,19.050776412933054,47.49367536670929,19.061998002401136,Clear,E-Bike,1.5497218986849102,832.4582848027366,False,830.0,10.0
ORD-17783,2025-10-03 08:30:58.921639204,47.51327753927166,19.069109470221324,47.45552533336519,19.020897552549496,Clear,Car,9.585155032173313,2037.773254825997,False,2040.0,38.0
ORD-10840,2025-10-03 08:52:56.349910975,47.46198212448846,19.05375703130855,47.50521991654991,19.072996354082246,Rain,Bicycle,6.526642282587199,1578.99634238808,False,2210.0,48.0
ORD-14812,2025-10-03 09:27:57.467738152,47.47031507460141,19.09036829633953,47.49491995754255,19.058459135817188,Clear,Bicycle,4.729425278021227,1309.413791703184,False,1310.0,34.0
ORD-15990,2025-10-03 09:41:36.772166729,47.47394589063575,19.063452047708708,47.476425895680364,19.037122429360224,Rain,Car,2.597394295718859,989.6091443578289,False,1390.0,25.0
ORD-17849,2025-10-03 11:15:05.365119934,47.4781270492729,19.02661976632372,47.46690928718332,19.036740602201917,Cloudy,E-Bike,1.8993187105238778,884.8978065785816,False,880.0,22.0
ORD-14096,2025-10-03 11:26:11.074993372,47.487344600982425,19.07864139171894,47.47349433567368,19.075785837611736,Cloudy,Bicycle,2.0214457759172277,903.2168663875841,False,900.0,20.0
ORD-13117,2025-10-03 11:42:38.471851110,47.48658615075431,19.064549883996985,47.471103528114156,19.061035904562424,Rain,E-Bike,2.2642438033083137,939.636570496247,False,1320.0,28.0
ORD-14546,2025-10-03 12:13:01.626259565,47.47235080710078,19.063832911083303,47.48169557135597,19.06981528859913,Clear,Car,1.471847107777398,820.7770661666098,False,820.0,10.0
ORD-18265,2025-10-03 12:35:40.333911657,47.45236506337229,19.05459796337719,47.51188919163805,19.060238002919373,Clear,Car,8.62203869611806,1893.3058044177092,False,1890.0,35.0
ORD-15985,2025-10-03 12:52:44.630879402,47.49593238838072,19.055457318523512,47.457236676978255,19.04286360595177,Cloudy,E-Bike,5.727329061625513,1459.099359243827,False,1460.0,41.0
ORD-15346,2025-10-03 13:40:12.648522615,47.50125509406486,19.06110301401936,47.48633680994853,19.094046155078644,Cloudy,E-Bike,3.8733963699423866,1181.009455491358,False,1180.0,28.0
ORD-12533,2025-10-03 14:11:08.038268566,47.51297670368418,19.067045244725563,47.48930791071644,19.091260192705544,Clear,Bicycle,4.159094280677715,1223.8641421016573,False,1220.0,35.0
ORD-13419,2025-10-03 14:28:22.806253672,47.484999025157876,19.047028285054623,47.47145459024768,19.068089023676304,Clear,Car,2.8402732627986857,1026.0409894198028,False,1030.0,20.0
ORD-10332,2025-10-03 14:31:31.132587670,47.5060026115111,19.048495984617766,47.47601270876409,19.047110323869752,Cloudy,Bicycle,4.337254803575839,1250.588220536376,False,1250.0,32.0
ORD-10563,2025-10-03 15:10:55.299580574,47.5064858455794,19.06676501744129,47.45038487012465,19.04771365155298,Clear,Car,8.320446709303813,1848.067006395572,False,1850.0,39.0
ORD-12682,2025-10-03 15:49:41.089141607,47.504475093905995,19.060572998039486,47.46138615897677,19.02798220056961,Clear,E-Bike,6.99519720385124,1649.279580577686,False,1650.0,50.0
