order_id,shift_hour,courier_vehicle,weather_condition,est_distance_km,final_payout_huf,actual_cost_per_km,cohort_avg_cost_per_km,financial_status,operational_status,Pickup_Lat,Pickup_Lon,Dropoff_Lat,Dropoff_Lon
ORD-12251,2026-03-14 15:00:00.000,Bicycle,Clear,7.62,1740.0,228.35,402.28,High Efficiency,On Time,47.45014278623973,19.0305612196634,47.49528472143751,19.07089109479733
ORD-15939,2025-11-20 21:00:00.000,Bicycle,Clear,7.68,1750.0,227.86,402.28,High Efficiency,On Time,47.45321518212199,19.04351192159469,47.50505132733245,19.0607182140038
ORD-18193,2025-11-07 12:00:00.000,Bicycle,Clear,1.68,850.0,505.95,402.28,High Bleed (Audit Required),On Time,47.494153783491626,19.06177478030341,47.505361666012654,19.06619421451248
ORD-13860,2026-02-25 10:00:00.000,Bicycle,Clear,2.7,1000.0,370.37,402.28,Within Margin,On Time,47.51414313629782,19.06579205506805,47.49633750212592,19.074074032950293
ORD-14525,2025-12-17 18:00:00.000,Bicycle,Clear,4.2,1540.0,366.67,402.28,Within Margin,On Time,47.50482015110777,19.06169002859818,47.48120361204879,19.086675733626773
ORD-12055,2026-01-30 02:00:00.000,Bicycle,Clear,5.03,1350.0,268.39,402.28,High Efficiency,On Time,47.47384259895244,19.080798650214074,47.50720083923196,19.06620050223276
ORD-17156,2026-01-02 19:00:00.000,Bicycle,Clear,6.38,1950.0,305.64,402.28,High Efficiency,On Time,47.45288640216616,19.030445450191145,47.47333120825152,19.08835284186949
ORD-14014,2026-01-25 02:00:00.000,Bicycle,Clear,7.33,1700.0,231.92,402.28,High Efficiency,On Time,47.51461509951751,19.066042413227123,47.46966548731877,19.031365268710324
ORD-11728,2026-02-25 07:00:00.000,Bicycle,Clear,5.1,1370.0,268.63,402.28,High Efficiency,On Time,47.50659398795042,19.051419450511816,47.475378845566965,19.027035132714435
ORD-19716,2025-11-08 22:00:00.000,Bicycle,Clear,2.77,1020.0,368.23,402.28,Within Margin,On Time,47.51485856527997,19.06735818162917,47.49825240934767,19.053164392219077
ORD-18166,2025-10-10 11:00:00.000,Bicycle,Clear,4.43,1260.0,284.42,402.28,High Efficiency,On Time,47.47442403660814,19.0473478469754,47.4664959449025,19.091165934545277
ORD-10900,2025-11-07 15:00:00.000,Bicycle,Clear,6.81,1620.0,237.89,402.28,High Efficiency,On Time,47.48945739024975,19.09109725277949,47.47824775032925,19.02337471346853
ORD-10064,2025-11-20 20:00:00.000,Bicycle,Clear,5.72,1820.0,318.18,402.28,High Efficiency,On Time,47.50562681595388,19.05822255169998,47.466197547446114,19.053175249079164
ORD-15661,2025-10-20 02:00:00.000,Bicycle,Clear,1.56,830.0,532.05,402.28,High Bleed (Audit Required),On Time,47.4930168248591,19.064180880193973,47.50297452164363,19.070329907530457
ORD-16510,2025-10-10 11:00:00.000,Bicycle,Clear,6.49,1570.0,241.91,402.28,High Efficiency,On Time,47.468881777769056,19.049857707271865,47.512010273604815,19.068176372405823
ORD-18467,2026-01-03 03:00:00.000,Bicycle,Clear,4.47,1270.0,284.12,402.28,High Efficiency,On Time,47.497064026851405,19.047428110946058,47.47028176030644,19.024631427709867
ORD-17194,2026-02-25 02:00:00.000,Bicycle,Clear,6.89,1630.0,236.57,402.28,High Efficiency,On Time,47.51377169203087,19.0638497534441,47.466145132532425,19.06669259691436
ORD-19632,2025-10-20 03:00:00.000,Bicycle,Clear,1.45,820.0,565.52,402.28,High Bleed (Audit Required),On Time,47.47526293669617,19.03721971447847,47.47870082995349,19.023230923578968
ORD-14816,2026-03-14 13:00:00.000,Bicycle,Clear,3.36,1100.0,327.38,402.28,High Efficiency,On Time,47.50388676622755,19.06696408783389,47.48143144355216,19.075886132516963
ORD-14939,2026-02-24 22:00:00.000,Bicycle,Clear,5.74,1460.0,254.36,402.28,High Efficiency,On Time,47.47368370479535,19.048699439959297,47.51277893430703,19.059039753926022
ORD-18941,2025-12-10 14:00:00.000,Bicycle,Clear,2.79,1020.0,365.59,402.28,Within Margin,On Time,47.497128707765945,19.048838774598185,47.51335663996927,19.064276071734465
ORD-19911,2026-03-14 09:00:00.000,Bicycle,Clear,2.13,920.0,431.92,402.28,Within Margin,On Time,47.51038722059111,19.04523053868923,47.49905340574939,19.059161136032603
ORD-16344,2025-12-15 14:00:00.000,Bicycle,Clear,1.15,770.0,669.57,402.28,High Bleed (Audit Required),On Time,47.51451616695176,19.06537359767484,47.51434659331315,19.053635514054974
ORD-19107,2026-02-24 19:00:00.000,Bicycle,Clear,7.24,2110.0,291.44,402.28,High Efficiency,On Time,47.5047850752938,19.067112021652186,47.46482266838839,19.022395330908186
ORD-18274,2026-01-03 05:00:00.000,Bicycle,Clear,2.59,990.0,382.24,402.28,Within Margin,On Time,47.47066605625884,19.077054514645983,47.48520678510415,19.09253067592352
ORD-18899,2026-03-20 17:00:00.000,Bicycle,Clear,3.77,1160.0,307.69,402.28,High Efficiency,On Time,47.50041040943207,19.071060897595885,47.474721247862334,19.07750083376612
ORD-17438,2025-11-20 14:00:00.000,Bicycle,Clear,2.02,900.0,445.54,402.28,Within Margin,On Time,47.49413383737566,19.057732768251945,47.48538994766867,19.073907346063404
ORD-14516,2026-01-03 08:00:00.000,Bicycle,Clear,3.49,1120.0,320.92,402.28,High Efficiency,On Time,47.50347507968299,19.05583929777461,47.48781346248498,19.083051882741167
ORD-19548,2025-12-25 02:00:00.000,Bicycle,Clear,4.24,1240.0,292.45,402.28,High Efficiency,On Time,47.47611281353355,19.04082372414222,47.50453018207315,19.05144423781876
ORD-16170,2025-10-10 13:00:00.000,Bicycle,Clear,2.26,940.0,415.93,402.28,Within Margin,On Time,47.504996399674766,19.04986564017697,47.5026090973043,19.072733786006776
ORD-13138,2026-01-03 09:00:00.000,Bicycle,Clear,6.1,1510.0,247.54,402.28,High Efficiency,On Time,47.48175589049453,19.021233055332143,47.51109764486628,19.066087440902677
ORD-17941,2026-01-25 00:00:00.000,Bicycle,Clear,4.71,1310.0,278.13,402.28,High Efficiency,On Time,47.50940931735863,19.05579053124439,47.48981261344638,19.09426768835352
ORD-18510,2025-11-03 13:00:00.000,Bicycle,Clear,2.56,980.0,382.81,402.28,Within Margin,On Time,47.47881972012286,19.063693088893224,47.47108037355404,19.0872958453064
ORD-13603,2025-11-20 10:00:00.000,Bicycle,Clear,7.28,1690.0,232.14,402.28,High Efficiency,On Time,47.51370499294472,19.069913107490848,47.47677046467521,19.01918982835756
ORD-16068,2025-10-20 08:00:00.000,Bicycle,Clear,4.77,1320.0,276.73,402.28,High Efficiency,On Time,47.51153302100471,19.05822841030109,47.48512023617744,19.08753217896388
ORD-11394,2025-11-30 23:00:00.000,Bicycle,Clear,2.38,960.0,403.36,402.28,Within Margin,On Time,47.48341206044976,19.02679029150218,47.46711194498355,19.030370385202723
ORD-15485,2026-03-28 17:00:00.000,Bicycle,Clear,4.97,1350.0,271.63,402.28,High Efficiency,On Time,47.48389031412244,19.022239168905674,47.45085759687642,19.03623229499777
ORD-14890,2025-11-27 05:00:00.000,Bicycle,Clear,4.99,1350.0,270.54,402.28,High Efficiency,On Time,47.47229234152301,19.09307959647765,47.48108437641561,19.04365109920935
ORD-10522,2026-03-25 13:00:00.000,Bicycle,Clear,5.9,1490.0,252.54,402.28,High Efficiency,On Time,47.47868136472561,19.03166372438733,47.5087675870497,19.07248667776089
ORD-15378,2026-02-24 14:00:00.000,Bicycle,Clear,5.74,1460.0,254.36,402.28,High Efficiency,On Time,47.47713769717171,19.027228383001063,47.47767323901573,19.08594472918327
ORD-10712,2025-12-25 08:00:00.000,Bicycle,Clear,5.25,1390.0,264.76,402.28,High Efficiency,On Time,47.46131891517236,19.01647649821688,47.47075114564298,19.06833046941637
ORD-16839,2026-03-25 05:00:00.000,Bicycle,Clear,1.6,840.0,525.0,402.28,High Bleed (Audit Required),On Time,47.45454038828446,19.04244773006189,47.46485955540594,19.04848405466521
ORD-12327,2025-10-01 06:00:00.000,Bicycle,Clear,3.76,1160.0,308.51,402.28,High Efficiency,On Time,47.49662579027244,19.05617153013749,47.473673163506426,19.074249613870187
ORD-14223,2026-02-24 14:00:00.000,Bicycle,Clear,2.44,970.0,397.54,402.28,Within Margin,On Time,47.47371471213027,19.061776694808472,47.46462118417614,19.04076120564688
ORD-16604,2026-01-03 17:00:00.000,Bicycle,Clear,3.83,1170.0,305.48,402.28,High Efficiency,On Time,47.50408869292474,19.047138737696827,47.47766021044286,19.049830641104457
ORD-19830,2025-12-14 02:00:00.000,Bicycle,Clear,4.39,1260.0,287.02,402.28,High Efficiency,On Time,47.484604941482594,19.02960334119388,47.4977855678245,19.070134583544498
ORD-19193,2026-02-24 13:00:00.000,Bicycle,Clear,7.72,1760.0,227.98,402.28,High Efficiency,On Time,47.49934337639957,19.048038465484883,47.45031983040771,19.016820616062656
ORD-14282,2025-11-07 19:00:00.000,Bicycle,Clear,1.3,990.0,761.54,402.28,High Bleed (Audit Required),On Time,47.46766502612225,19.09118124671094,47.47409424685568,19.0818585756121
ORD-15274,2025-12-25 08:00:00.000,Bicycle,Clear,5.08,1360.0,267.72,402.28,High Efficiency,On Time,47.50841626258977,19.05033458061206,47.4775952756146,19.07536029746649
ORD-18743,2025-10-10 18:00:00.000,Bicycle,Clear,1.09,950.0,871.56,402.28,High Bleed (Audit Required),On Time,47.451745143299554,19.017296513860035,47.45898019570354,19.0204109542221
ORD-18633,2025-12-14 01:00:00.000,Bicycle,Clear,6.22,1530.0,245.98,402.28,High Efficiency,On Time,47.47071531712807,19.08212310567168,47.5102953014805,19.05705269154588
ORD-18785,2025-12-25 09:00:00.000,Bicycle,Clear,4.02,1200.0,298.51,402.28,High Efficiency,On Time,47.479045050117264,19.09210339178709,47.49791865893357,19.061867267785683
ORD-17389,2025-12-16 17:00:00.000,Bicycle,Clear,1.17,770.0,658.12,402.28,High Bleed (Audit Required),On Time,47.49642640250146,19.06673660853523,47.49420055210117,19.055256859560064
ORD-18229,2026-01-04 01:00:00.000,Bicycle,Clear,2.63,990.0,376.43,402.28,Within Margin,On Time,47.49657670347353,19.06438960240509,47.512967578258326,19.052806440706664
ORD-10089,2025-12-25 11:00:00.000,Bicycle,Clear,3.02,1050.0,347.68,402.28,Within Margin,On Time,47.50190588950085,19.0481977184374,47.48553760538518,19.06742704266081
ORD-15591,2026-01-04 01:00:00.000,Bicycle,Clear,7.0,1650.0,235.71,402.28,High Efficiency,On Time,47.486160984242765,19.0904977765595,47.457684414381255,19.03255936522461
ORD-16671,2026-02-24 04:00:00.000,Bicycle,Clear,2.34,950.0,405.98,402.28,Within Margin,On Time,47.51411587612902,19.06510311854405,47.50252092925398,19.048367660436007
ORD-11142,2026-01-31 17:00:00.000,Bicycle,Clear,1.67,850.0,508.98,402.28,High Bleed (Audit Required),On Time,47.5141046907378,19.062431641568068,47.51307558305439,19.045426881129192
ORD-17489,2026-02-24 03:00:00.000,Bicycle,Clear,1.18,780.0,661.02,402.28,High Bleed (Audit Required),On Time,47.46954016148905,19.051493147109436,47.47240006557204,19.062848906675264
ORD-11316,2026-01-04 06:00:00.000,Bicycle,Clear,5.67,1450.0,255.73,402.28,High Efficiency,On Time,47.47582607994772,19.06312920584197,47.514959341537214,19.06765256390715
ORD-16175,2026-01-04 09:00:00.000,Bicycle,Clear,6.47,1570.0,242.66,402.28,High Efficiency,On Time,47.50356358140002,19.048330404035525,47.45891608416961,19.052980056649204
ORD-12959,2026-02-24 01:00:00.000,Bicycle,Clear,4.09,1210.0,295.84,402.28,High Efficiency,On Time,47.47987661238938,19.034723249912982,47.49699804922436,19.068041491728074
ORD-17732,2025-10-01 03:00:00.000,Bicycle,Clear,7.36,1700.0,230.98,402.28,High Efficiency,On Time,47.513600861590575,19.05374831189632,47.46376380770096,19.03852632408109
ORD-11363,2026-01-23 07:00:00.000,Bicycle,Clear,1.61,840.0,521.74,402.28,High Bleed (Audit Required),On Time,47.50592352289546,19.06337049727444,47.49973173445428,19.04965800430334
ORD-14486,2025-10-05 13:00:00.000,Bicycle,Clear,1.31,800.0,610.69,402.28,High Bleed (Audit Required),On Time,47.50616032111089,19.06342375493337,47.51080293220989,19.051897142668285
ORD-10770,2025-10-21 00:00:00.000,Bicycle,Clear,3.11,1070.0,344.05,402.28,Within Margin,On Time,47.508544777703776,19.073235412597267,47.49491410319015,19.048535844771347
ORD-13972,2025-11-19 19:00:00.000,Bicycle,Clear,7.93,2240.0,282.47,402.28,High Efficiency,On Time,47.45387389842124,19.04519869590424,47.50815979494121,19.056841874148148
ORD-14335,2025-10-10 21:00:00.000,Bicycle,Clear,3.6,1140.0,316.67,402.28,High Efficiency,On Time,47.47856126877437,19.034078414649237,47.46687570893855,19.066628701900505
ORD-11546,2026-02-23 21:00:00.000,Bicycle,Clear,3.45,1120.0,324.64,402.28,High Efficiency,On Time,47.48531012512629,19.08308079852839,47.48421221978615,19.04779290351193
ORD-16119,2026-01-30 15:00:00.000,Bicycle,Clear,0.94,740.0,787.23,402.28,High Bleed (Audit Required),On Time,47.503833387819945,19.06100362503528,47.49894932081234,19.05468087390341
